Recipient County,Recipient State,Funder State,Funding Type1,Impact Area,Topic,Recipient Zipcode,Award Amount,Number of Records
St. Louis City,MO,DC,Federal Government,Strengthen Communities,International,63101,"$70,659",1
St. Louis County,MO,MO,Local Government,Basic Needs,Crisis Intervention,63126,"$80,691",1
St. Louis County,MO,MO,Local Government,Basic Needs,Housing Security,63119,"$54,000",1
St. Louis City,MO,MO,Local Government,Basic Needs,Housing Security,63104,"$400,000",1
St. Louis City,MO,MO,Local Government,Basic Needs,Housing Security,63108,"$60,000",1
St. Louis County,MO,MO,Local Government,Foster Learning,Child Welfare,63132,"$74,995",1
St. Louis County,MO,MO,Local Government,Foster Learning,Child Welfare,63141,"$97,748",1
St. Louis County,MO,MO,Local Government,Foster Learning,Child Welfare,63105,"$282,139",1
St. Louis County,MO,MO,Local Government,Foster Learning,Child Welfare,63132,"$421,296",1
St. Louis County,MO,MO,Local Government,Foster Learning,Child Welfare,63144,"$287,951",1
St. Louis County,MO,MO,Local Government,Foster Learning,K12 Education and out of school time,63124,"$128,832",1
St. Louis County,MO,MO,Local Government,Foster Learning,K12 Education and out of school time,63132,"$133,852",1
St. Louis County,MO,MO,Local Government,Improve Health,Access to healthcare,63144,"$61,707",1
St. Louis County,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63132,"$153,311",1
St. Louis County,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63132,"$70,093",1
St. Louis County,MO,MO,Local Government,Improve Health,Physical Health,63119,"$108,512",1
St. Louis City,MO,MO,Local Government,Improve Health,Physical Health,63108,"$116,871",1
St. Louis City,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63112,"$235,648",1
St. Louis County,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63119,"$117,000",1
St. Louis County,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63119,"$208,850",1
St. Louis County,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63121,"$507,131",1
St. Louis County,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63121,"$60,347",1
St. Louis County,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63141,"$63,095",1
St. Louis County,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63141,"$250,000",1
St. Louis County,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63144,"$270,749",1
St. Louis County,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63146,"$372,440",1
St. Charles County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63303,"$107,788",1
St. Louis City,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63147,"$104,572",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63026,"$130,192",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63042,"$50,651",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63105,"$100,344",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63105,"$75,778",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63119,"$84,194",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63132,"$108,754",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63132,"$657,995",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63143,"$258,473",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63143,"$59,934",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63146,"$318,943",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63146,"$114,899",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63011,"$614,066",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63021,"$629,791",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63044,"$1,376,409",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63026,"$1,540,488",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63105,"$178,696",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63105,"$99,675",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63119,"$55,362",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63119,"$343,436",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63131,"$59,520",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63132,"$266,450",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63132,"$3,221,793",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63132,"$824,996",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63132,"$71,528",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63132,"$65,684",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63134,"$483,087",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63141,"$299,759",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63143,"$78,895",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63146,"$2,035,129",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63146,"$783,842",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63146,"$308,511",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63146,"$584,195",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63146,"$810,549",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63146,"$531,436",1
St. Louis City,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63108,"$96,962",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63119,"$164,422",1
St. Louis City,MO,CA,National Philanthropy,Foster Learning,Post secondary Education,63112,"$212,500",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63017,"$442,410",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63017,"$250,000",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63025,"$6,993,500",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63025,"$389,864",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63042,"$2,599,017",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63042,"$445,602",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63074,"$3,266,195",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63074,"$164,633",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63105,"$504,013",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63105,"$63,820",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63114,"$210,366",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63114,"$116,260",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63114,"$80,000",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63119,"$59,497",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63121,"$116,321",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63122,"$1,771,515",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63122,"$177,960",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63122,"$79,000",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63123,"$67,858",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63123,"$160,000",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63124,"$308,615",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63124,"$64,756",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63124,"$66,750",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63125,"$2,730,050",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63125,"$154,714",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63126,"$327,604",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63126,"$184,340",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63130,"$773,858",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63130,"$59,580",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63131,"$22,883,678",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63137,"$111,699",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63137,"$497,946",1
St. Louis County,MO,MO,State Government,Foster Learning,K12 Education and out of school time,63131,"$10,707,761",1
Warren County,MO,MO,State Government,Foster Learning,Early Childhood Education,63383,"$683,938",1
Warren County,MO,MO,State Government,Foster Learning,Early Childhood Education,63390,"$858,452",1
Warren County,MO,MO,State Government,Foster Learning,Early Childhood Education,63390,"$63,276",1
Warren County,MO,MO,State Government,Foster Learning,K12 Education and out of school time,63383,"$389,595",1
Warren County,MO,MO,State Government,Foster Learning,K12 Education and out of school time,63390,"$199,790",1
St. Louis County,MO,MO,State Government,Strengthen Communities,Justice System,63105,"$70,298",1
St. Louis County,MO,MO,State Government,Strengthen Communities,Safety,63105,"$164,302",1
St. Louis County,MO,MO,State Government,Strengthen Communities,Safety,63105,"$154,126",1
St. Louis County,MO,MO,Local Philanthropy,Basic Needs,Crisis Intervention,63146,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Basic Needs,Crisis Intervention,63146,"$103,590",1
St. Louis City,MO,MO,Local Philanthropy,Financial Stability,Jobs,63108,"$50,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63138,"$106,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Post secondary Education,63112,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63114,"$50,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63117,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63146,"$50,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63141,"$125,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Early Childhood Education,63141,"$50,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Post secondary Education,63105,"$83,333",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Post secondary Education,63121,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Behavioral Health and Substance Abuse,63119,"$150,000",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Behavioral Health and Substance Abuse,63119,"$150,600",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Physical Health,63017,"$150,000",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63105,"$75,000",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63105,"$55,000",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63119,"$95,375",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63119,"$56,250",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63119,"$52,500",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63119,"$52,500",1
St. Louis County,MO,MO,Local Philanthropy,Other,Fundraising,63132,"$97,000",1
St. Louis City,MO,MO,Local Philanthropy,Other,Uncategorizable,63108,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Other,Uncategorizable,63108,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Other,Research,63112,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Other,Faith,63103,"$74,000",1
St. Louis City,MO,MO,Local Philanthropy,Other,Uncategorizable,63108,"$90,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Safety,63124,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63026,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63119,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63119,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63132,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63132,"$59,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63146,"$125,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63146,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63132,"$105,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Safety,63124,"$102,500",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63146,"$135,000",1
St. Louis City,MO,MO,Local Philanthropy,Strengthen Communities,Community Building,63108,"$100,000",1
St. Louis City,MO,CA,National Philanthropy,Foster Learning,Post secondary Education,63112,"$2,265,302",1
St. Louis County,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63119,"$75,000",1
St. Louis County,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63124,"$588,774",1
St. Louis County,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63124,"$270,737",1
St. Louis County,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63131,"$105,800",1
St. Louis County,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63131,"$131,400",1
St. Louis County,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63141,"$61,850",1
St. Louis County,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63141,"$72,000",1
St. Louis County,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63141,"$379,800",1
St. Louis County,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63146,"$1,085,850",1
St. Louis County,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63146,"$1,085,850",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,Child Welfare,63132,"$56,750",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,Child Welfare,63132,"$56,750",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63025,"$144,750",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63123,"$234,750",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63123,"$234,750",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63124,"$186,650",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63124,"$186,650",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63131,"$62,100",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63131,"$62,100",1
St. Louis City,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63108,"$52,500",1
St. Louis County,MO,CA,National Philanthropy,Improve Health,Physical Health,63141,"$112,800",1
St. Louis City,MO,FL,National Philanthropy,Other,Research,63112,"$150,000",1
St. Louis County,MO,CA,National Philanthropy,Other,Arts & Culture,63119,"$407,775",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63011,"$65,400",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63021,"$140,525",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63005,"$379,710",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63038,"$125,000",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63105,"$162,081",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63119,"$136,421",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63124,"$107,475",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63126,"$70,450",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63129,"$56,700",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63130,"$121,000",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63131,"$247,100",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63141,"$300,892",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63141,"$145,100",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63141,"$138,150",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63141,"$218,900",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63141,"$52,138",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63141,"$305,800",1
St. Louis County,MO,CA,National Philanthropy,Other,Uncategorizable,63146,"$53,850",1
St. Louis County,MO,CA,National Philanthropy,Other,Uncategorizable,63146,"$306,000",1
St. Louis County,MO,IL,National Philanthropy,Other,Farming,63005,"$1,482,500",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63011,"$399,710",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63105,"$125,700",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63105,"$125,700",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63122,"$294,538",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63122,"$294,538",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63122,"$176,835",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63122,"$176,835",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63122,"$82,330",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63122,"$82,330",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63141,"$134,535",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63141,"$134,535",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63141,"$90,950",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63141,"$90,950",1
St. Louis City,MO,CA,National Philanthropy,Other,Faith,63103,"$153,614",1
St. Louis City,MO,MA,National Philanthropy,Other,Arts & Culture,63103,"$1,000,000",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63132,"$97,000",1
Warren County,MO,MA,National Philanthropy,Other,Faith,63383,"$50,915",1
Warren County,MO,MA,National Philanthropy,Other,Faith,63383,"$50,915",1
St. Louis County,MO,CA,National Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63119,"$261,400",1
St. Louis County,MO,CA,National Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63146,"$70,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Post secondary Education,63112,"$205,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Post secondary Education,63112,"$50,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Post secondary Education,63112,"$75,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Post secondary Education,63112,"$100,000",1
St. Louis County,MO,MD,Local Philanthropy,Foster Learning,K12 Education and out of school time,63143,"$52,500",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63132,"$50,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63105,"$77,500",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63144,"$300,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63124,"$50,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63114,"$84,000",1
St. Louis County,MO,NV,Local Philanthropy,Foster Learning,K12 Education and out of school time,63025,"$1,450,000",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Behavioral Health and Substance Abuse,63126,"$466,740",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Behavioral Health and Substance Abuse,63126,"$119,875",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Physical Health,63131,"$350,000",1
St. Louis County,MO,WI,Local Philanthropy,Other,Uncategorizable,63132,"$1,000,000",1
St. Louis City,MO,WI,Local Philanthropy,Other,Uncategorizable,63108,"$150,000",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63119,"$150,000",1
St. Louis County,MO,,Local Philanthropy,Other,Faith,63122,"$648,814",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63119,"$50,000",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63119,"$110,000",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63119,"$60,000",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63123,"$103,000",1
St. Louis County,MO,MO,Local Philanthropy,Other,Faith,63141,"$75,000",1
St. Louis County,MO,MO,Local Philanthropy,Other,Uncategorizable,63146,"$125,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Aging & Senior Support,63146,"$52,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Built Environment,63121,"$922,529",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63146,"$75,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63132,"$50,000",1
St. Louis City,MO,MD,National Philanthropy,Financial Stability,Income,63112,"$100,000",1
St. Louis City,MO,MD,National Philanthropy,Financial Stability,Income,63112,"$64,000",1
St. Louis City,MO,CT,National Philanthropy,Foster Learning,Post secondary Education,63112,"$50,000",1
St. Louis City,MO,DE,National Philanthropy,Foster Learning,Post secondary Education,63112,"$100,000",1
St. Louis City,MO,DE,National Philanthropy,Foster Learning,Post secondary Education,63112,"$100,000",1
St. Louis City,MO,MD,National Philanthropy,Foster Learning,Post secondary Education,63112,"$53,000",1
St. Louis City,MO,MO,National Philanthropy,Foster Learning,Post secondary Education,63112,"$150,000",1
St. Louis City,MO,NY,National Philanthropy,Foster Learning,Post secondary Education,63112,"$1,500,000",1
St. Louis City,MO,NY,National Philanthropy,Foster Learning,Post secondary Education,63112,"$85,000",1
St. Louis City,MO,OK,National Philanthropy,Foster Learning,Post secondary Education,63112,"$200,069",1
St. Louis City,MO,PA,National Philanthropy,Foster Learning,Post secondary Education,63112,"$50,000",1
St. Louis City,MO,TN,National Philanthropy,Foster Learning,Post secondary Education,63112,"$359,960",1
St. Louis City,MO,TX,National Philanthropy,Foster Learning,Post secondary Education,63112,"$72,817",1
St. Louis City,MO,WI,National Philanthropy,Foster Learning,Post secondary Education,63112,"$239,349",1
St. Louis County,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63131,"$75,000",1
St. Louis County,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63131,"$50,000",1
St. Louis County,MO,FL,National Philanthropy,Foster Learning,K12 Education and out of school time,63105,"$154,800",1
St. Louis County,MO,MD,National Philanthropy,Foster Learning,Child Welfare,63146,"$4,054,290",1
St. Louis County,MO,MD,National Philanthropy,Foster Learning,K12 Education and out of school time,63146,"$1,552,445",1
St. Louis County,MO,MD,National Philanthropy,Foster Learning,K12 Education and out of school time,63044,"$600,000",1
St. Louis County,MO,MD,National Philanthropy,Foster Learning,K12 Education and out of school time,63132,"$50,000",1
St. Louis County,MO,MO,National Philanthropy,Foster Learning,K12 Education and out of school time,63143,"$100,000",1
St. Louis County,MO,NY,National Philanthropy,Foster Learning,Child Welfare,63144,"$50,000",1
St. Louis County,MO,NY,National Philanthropy,Foster Learning,K12 Education and out of school time,63132,"$62,400",1
St. Louis County,MO,NY,National Philanthropy,Foster Learning,K12 Education and out of school time,63143,"$50,000",1
St. Louis County,MO,OH,National Philanthropy,Foster Learning,K12 Education and out of school time,63119,"$50,000",1
St. Louis County,MO,OK,National Philanthropy,Foster Learning,K12 Education and out of school time,63143,"$500,000",1
St. Louis County,MO,CO,National Philanthropy,Improve Health,Physical Health,63141,"$50,000",1
St. Louis County,MO,FL,National Philanthropy,Improve Health,Behavioral Health and Substance Abuse,63119,"$50,000",1
St. Louis County,MO,MO,National Philanthropy,Improve Health,Physical Health,63043,"$300,000",1
St. Louis City,MO,MA,National Philanthropy,Other,Research,63112,"$194,531",1
St. Louis City,MO,MD,National Philanthropy,Other,Research,63112,"$279,685",1
St. Louis City,MO,NY,National Philanthropy,Other,Research,63112,"$495,000",1
St. Louis City,MO,NY,National Philanthropy,Other,Research,63112,"$349,998",1
St. Louis City,MO,NY,National Philanthropy,Other,Research,63112,"$233,332",1
St. Louis City,MO,OK,National Philanthropy,Other,Research,63112,"$108,000",1
St. Louis City,MO,PA,National Philanthropy,Other,Research,63112,"$50,000",1
St. Louis City,MO,PA,National Philanthropy,Other,Research,63112,"$50,000",1
St. Louis City,MO,PA,National Philanthropy,Other,Research,63112,"$50,000",1
St. Louis County,MO,FL,National Philanthropy,Other,Faith,63011,"$77,500",1
St. Louis County,MO,IL,National Philanthropy,Other,Arts & Culture,63122,"$55,000",1
St. Louis County,MO,IL,National Philanthropy,Other,Arts & Culture,63132,"$180,000",1
St. Louis County,MO,MO,National Philanthropy,Other,Faith,63146,"$57,000",1
St. Louis County,MO,NC,National Philanthropy,Other,Faith,63141,"$50,000",1
St. Louis County,MO,NY,National Philanthropy,Other,Arts & Culture,63119,"$291,000",1
St. Louis County,MO,OH,National Philanthropy,Other,Arts & Culture,63119,"$50,000",1
St. Louis County,MO,OH,National Philanthropy,Other,Faith,63122,"$61,379",1
St. Louis County,MO,OH,National Philanthropy,Other,Faith,63141,"$61,379",1
St. Louis County,MO,PA,National Philanthropy,Other,Faith,63011,"$150,000",1
St. Louis County,MO,VA,National Philanthropy,Other,Faith,63105,"$50,000",1
St. Louis County,MO,WI,National Philanthropy,Other,Faith,63122,"$161,533",1
St. Louis County,MO,WI,National Philanthropy,Other,Faith,63141,"$50,000",1
St. Louis City,MO,WI,National Philanthropy,Other,Faith,63139,"$73,136",1
Warren County,MO,TX,National Philanthropy,Other,Faith,63383,"$50,000",1
St. Louis County,MO,FL,National Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63021,"$428,527",1
St. Louis County,MO,MD,National Philanthropy,Strengthen Communities,Aging & Senior Support,63146,"$1,000,000",1
St. Louis County,MO,OK,National Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63146,"$140,000",1
St. Louis County,MO,DC,Federal Government,Foster Learning,Post secondary Education,63105,"$74,760",1
St. Louis County,MO,MO,Local Philanthropy,Basic Needs,Food Security,63135,"$60,069",1
St. Louis City,MO,MO,Local Philanthropy,Financial Stability,Jobs,63112,"$85,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63146,"$203,343",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Early Childhood Education,63134,"$187,676",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63025,"$961,021",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63124,"$750,000",1
